1,23:13:03.242983 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [S], seq 497362649, win 64240, options [mss 1460,sackOK,TS val 3894686283 ecr 0,nop,wscale 7], length 0
2,23:13:03.268033 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [S.], seq 932320358, ack 497362650, win 65160, options [mss 1460,sackOK,TS val 2214075661 ecr 3894686283,nop,wscale 7], length 0
3,23:13:03.293109 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3894686333 ecr 2214075661], length 0
56,23:13:03.619947 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 62105, win 1213, options [nop,nop,TS val 2214076013 ecr 3894686635], length 0
57,23:13:03.619989 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 65001, win 1258, options [nop,nop,TS val 2214076013 ecr 3894686635], length 0
58,23:13:03.619990 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 67897, win 1303, options [nop,nop,TS val 2214076013 ecr 3894686635], length 0
59,23:13:03.619991 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 70793, win 1348, options [nop,nop,TS val 2214076013 ecr 3894686635], length 0
60,23:13:03.619998 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 73689, win 1394, options [nop,nop,TS val 2214076013 ecr 3894686635], length 0
61,23:13:03.635990 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 73689:76585, ack 3, win 502, options [nop,nop,TS val 3894686676 ecr 2214076004], length 2896
62,23:13:03.636032 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 76585:78033, ack 3, win 502, options [nop,nop,TS val 3894686676 ecr 2214076004], length 1448
63,23:13:03.645008 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 78033:79481, ack 3, win 502, options [nop,nop,TS val 3894686685 ecr 2214076013], length 1448
64,23:13:03.645056 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 79481:82377, ack 3, win 502, options [nop,nop,TS val 3894686685 ecr 2214076013], length 2896
65,23:13:03.645061 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 82377:85273, ack 3, win 502, options [nop,nop,TS val 3894686685 ecr 2214076013], length 2896
66,23:13:03.645066 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 85273:88169, ack 3, win 502, options [nop,nop,TS val 3894686685 ecr 2214076013], length 2896
67,23:13:03.645069 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 88169:91065, ack 3, win 502, options [nop,nop,TS val 3894686685 ecr 2214076013], length 2896
68,23:13:03.661041 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 76585, win 1439, options [nop,nop,TS val 2214076054 ecr 3894686676], length 0
69,23:13:03.661051 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 78033, win 1461, options [nop,nop,TS val 2214076054 ecr 3894686676], length 0
70,23:13:03.670047 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 79481, win 1484, options [nop,nop,TS val 2214076063 ecr 3894686685], length 0
71,23:13:03.670070 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 82377, win 1490, options [nop,nop,TS val 2214076063 ecr 3894686685], length 0
72,23:13:03.670071 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 85273, win 1468, options [nop,nop,TS val 2214076063 ecr 3894686685], length 0
73,23:13:03.670076 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 88169, win 1467, options [nop,nop,TS val 2214076063 ecr 3894686685], length 0
74,23:13:03.670077 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 91065, win 1445, options [nop,nop,TS val 2214076063 ecr 3894686685], length 0
75,23:13:03.686129 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 91065:93961, ack 3, win 502, options [nop,nop,TS val 3894686726 ecr 2214076054], length 2896
76,23:13:03.695107 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 93961:96857, ack 3, win 502, options [nop,nop,TS val 3894686735 ecr 2214076063], length 2896
77,23:13:03.695150 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 96857:99753, ack 3, win 502, options [nop,nop,TS val 3894686735 ecr 2214076063], length 2896
78,23:13:03.695155 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 99753:102649, ack 3, win 502, options [nop,nop,TS val 3894686735 ecr 2214076063], length 2896
79,23:13:03.695160 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 102649:105545, ack 3, win 502, options [nop,nop,TS val 3894686735 ecr 2214076063], length 2896
80,23:13:03.695165 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 105545:108441, ack 3, win 502, options [nop,nop,TS val 3894686735 ecr 2214076063], length 2896
81,23:13:03.711157 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 93961, win 1490, options [nop,nop,TS val 2214076104 ecr 3894686726], length 0
82,23:13:03.720144 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 96857, win 1490, options [nop,nop,TS val 2214076113 ecr 3894686735], length 0
83,23:13:03.720175 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 99753, win 1490, options [nop,nop,TS val 2214076113 ecr 3894686735], length 0
84,23:13:03.720176 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 102649, win 1468, options [nop,nop,TS val 2214076113 ecr 3894686735], length 0
85,23:13:03.720176 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 105545, win 1446, options [nop,nop,TS val 2214076113 ecr 3894686735], length 0
86,23:13:03.720177 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1424, options [nop,nop,TS val 2214076113 ecr 3894686735], length 0
87,23:13:03.745208 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 111337:114233, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 2896
88,23:13:03.745243 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 114233:117129, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 2896
89,23:13:03.745248 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 117129:120025, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 2896
90,23:13:03.745252 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 120025:121473, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 1448
91,23:13:03.745256 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 121473:124369, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 2896
92,23:13:03.745260 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 124369:125817, ack 3, win 502, options [nop,nop,TS val 3894686785 ecr 2214076113], length 1448
93,23:13:03.770239 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:114233}], length 0
94,23:13:03.770296 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:117129}], length 0
95,23:13:03.770297 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:120025}], length 0
96,23:13:03.770298 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:121473}], length 0
97,23:13:03.770298 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:124369}], length 0
98,23:13:03.770299 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 108441, win 1490, options [nop,nop,TS val 2214076163 ecr 3894686735,nop,nop,sack 1 {111337:125817}], length 0
99,23:13:03.795333 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 125817:128713, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 2896
100,23:13:03.795368 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 108441:109889, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 1448
101,23:13:03.795386 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 109889:111337, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 1448
102,23:13:03.795396 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 128713:130161, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 1448
103,23:13:03.795399 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 130161:133057, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 2896
104,23:13:03.795401 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 133057:134505, ack 3, win 502, options [nop,nop,TS val 3894686835 ecr 2214076163], length 1448
105,23:13:03.820400 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 109889, win 1479, options [nop,nop,TS val 2214076213 ecr 3894686835,nop,nop,sack 1 {111337:128713}], length 0
106,23:13:03.820408 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 128713, win 1377, options [nop,nop,TS val 2214076213 ecr 3894686835], length 0
107,23:13:03.820505 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 134505, win 1371, options [nop,nop,TS val 2214076213 ecr 3894686835], length 0
108,23:13:03.845481 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 134505:137401, ack 3, win 502, options [nop,nop,TS val 3894686885 ecr 2214076213], length 2896
109,23:13:03.845507 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 137401:138849, ack 3, win 502, options [nop,nop,TS val 3894686885 ecr 2214076213], length 1448
110,23:13:03.845537 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 138849:141745, ack 3, win 502, options [nop,nop,TS val 3894686885 ecr 2214076213], length 2896
111,23:13:03.845540 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 141745:144641, ack 3, win 502, options [nop,nop,TS val 3894686885 ecr 2214076213], length 2896
112,23:13:03.845543 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 144641:146089, ack 3, win 502, options [nop,nop,TS val 3894686885 ecr 2214076213], length 1448
113,23:13:03.870516 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 137401, win 1490, options [nop,nop,TS val 2214076263 ecr 3894686885], length 0
114,23:13:03.870590 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 146089, win 1476, options [nop,nop,TS val 2214076263 ecr 3894686885], length 0
115,23:13:03.895597 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 146089:148985, ack 3, win 502, options [nop,nop,TS val 3894686935 ecr 2214076263], length 2896
116,23:13:03.895642 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 148985:151881, ack 3, win 502, options [nop,nop,TS val 3894686935 ecr 2214076263], length 2896
117,23:13:03.895647 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 154777:157673, ack 3, win 502, options [nop,nop,TS val 3894686935 ecr 2214076263], length 2896
118,23:13:03.895652 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 157673:159121, ack 3, win 502, options [nop,nop,TS val 3894686935 ecr 2214076263], length 1448
119,23:13:03.920636 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 148985, win 1490, options [nop,nop,TS val 2214076313 ecr 3894686935], length 0
120,23:13:03.920679 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 151881, win 1490, options [nop,nop,TS val 2214076313 ecr 3894686935], length 0
121,23:13:03.920681 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 151881, win 1490, options [nop,nop,TS val 2214076313 ecr 3894686935,nop,nop,sack 1 {154777:157673}], length 0
122,23:13:03.945701 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 159121:162017, ack 3, win 502, options [nop,nop,TS val 3894686985 ecr 2214076313], length 2896
123,23:13:03.945721 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 162017:164913, ack 3, win 502, options [nop,nop,TS val 3894686985 ecr 2214076313], length 2896
124,23:13:03.945724 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 164913:167809, ack 3, win 502, options [nop,nop,TS val 3894686985 ecr 2214076313], length 2896
125,23:13:03.971841 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 151881, win 1490, options [nop,nop,TS val 2214076363 ecr 3894686935,nop,nop,sack 1 {154777:167809}], length 0
126,23:13:03.996909 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 153329:154777, ack 3, win 502, options [nop,nop,TS val 3894687037 ecr 2214076363], length 1448
127,23:13:03.996919 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 167809:170705, ack 3, win 502, options [nop,nop,TS val 3894687037 ecr 2214076363], length 2896
128,23:13:03.996924 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 170705:173601, ack 3, win 502, options [nop,nop,TS val 3894687037 ecr 2214076363], length 2896
129,23:13:04.023040 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 151881, win 1490, options [nop,nop,TS val 2214076415 ecr 3894686935,nop,nop,sack 1 {153329:173601}], length 0
130,23:13:04.048146 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 151881:153329, ack 3, win 502, options [nop,nop,TS val 3894687088 ecr 2214076415], length 1448
131,23:13:04.048184 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 173601:176497, ack 3, win 502, options [nop,nop,TS val 3894687088 ecr 2214076415], length 2896
132,23:13:04.048187 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 176497:179393, ack 3, win 502, options [nop,nop,TS val 3894687088 ecr 2214076415], length 2896
133,23:13:04.048189 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 179393:180841, ack 3, win 502, options [nop,nop,TS val 3894687088 ecr 2214076415], length 1448
134,23:13:04.073196 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 173601, win 1368, options [nop,nop,TS val 2214076466 ecr 3894687088], length 0
135,23:13:04.073282 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 180841, win 1354, options [nop,nop,TS val 2214076466 ecr 3894687088], length 0
136,23:13:04.098288 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 180841:182289, ack 3, win 502, options [nop,nop,TS val 3894687138 ecr 2214076466], length 1448
137,23:13:04.098325 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 182289:185185, ack 3, win 502, options [nop,nop,TS val 3894687138 ecr 2214076466], length 2896
138,23:13:04.098334 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 185185:186633, ack 3, win 502, options [nop,nop,TS val 3894687138 ecr 2214076466], length 1448
139,23:13:04.098337 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 186633:189529, ack 3, win 502, options [nop,nop,TS val 3894687138 ecr 2214076466], length 2896
140,23:13:04.098340 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 189529:190977, ack 3, win 502, options [nop,nop,TS val 3894687138 ecr 2214076466], length 1448
141,23:13:04.123342 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 185185, win 1490, options [nop,nop,TS val 2214076516 ecr 3894687138], length 0
142,23:13:04.123380 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 190977, win 1462, options [nop,nop,TS val 2214076516 ecr 3894687138], length 0
143,23:13:04.148405 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 190977:193873, ack 3, win 502, options [nop,nop,TS val 3894687188 ecr 2214076516], length 2896
144,23:13:04.148438 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 193873:196769, ack 3, win 502, options [nop,nop,TS val 3894687188 ecr 2214076516], length 2896
145,23:13:04.148444 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [P.], seq 196769:199665, ack 3, win 502, options [nop,nop,TS val 3894687188 ecr 2214076516], length 2896
146,23:13:04.148447 IP 172.28.0.20.42898 > 172.28.0.10.5000: Flags [.], seq 199665:201113, ack 3, win 502, options [nop,nop,TS val 3894687188 ecr 2214076516], length 1448
147,23:13:04.173434 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 193873, win 1490, options [nop,nop,TS val 2214076566 ecr 3894687188], length 0
148,23:13:04.173472 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 196769, win 1558, options [nop,nop,TS val 2214076566 ecr 3894687188], length 0
149,23:13:04.173473 IP 172.28.0.10.5000 > 172.28.0.20.42898: Flags [.], ack 201113, win 1550, options [nop,nop,TS val 2214076566 ecr 3894687188], length 0
