1,23:11:17.091714 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [S], seq 3068079240, win 64240, options [mss 1460,sackOK,TS val 3894580151 ecr 0,nop,wscale 7], length 0
2,23:11:17.096750 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [S.], seq 601991087, ack 3068079241, win 65160, options [mss 1460,sackOK,TS val 2213969509 ecr 3894580151,nop,wscale 7], length 0
3,23:11:17.101815 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3894580161 ecr 2213969509], length 0
44,23:11:17.153504 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 120025:141745, ack 3, win 502, options [nop,nop,TS val 3894580213 ecr 2213969561], length 21720
45,23:11:17.153512 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 141745:162017, ack 3, win 502, options [nop,nop,TS val 3894580213 ecr 2213969561], length 20272
46,23:11:17.153517 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 162017:183737, ack 3, win 502, options [nop,nop,TS val 3894580213 ecr 2213969561], length 21720
47,23:11:17.153522 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 183737:196689, ack 3, win 502, options [nop,nop,TS val 3894580213 ecr 2213969561], length 12952
48,23:11:17.157832 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 106993, win 836, options [nop,nop,TS val 2213969571 ecr 3894580212], length 0
49,23:11:17.158498 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 120025, win 1040, options [nop,nop,TS val 2213969571 ecr 3894580213], length 0
50,23:11:17.158531 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 141745, win 1283, options [nop,nop,TS val 2213969571 ecr 3894580213], length 0
51,23:11:17.158920 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 196689, win 1283, options [nop,nop,TS val 2213969572 ecr 3894580213], length 0
52,23:11:17.162896 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 196689:206825, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 10136
53,23:11:17.162915 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [.], seq 206825:206905, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 80
54,23:11:17.163558 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 206905:231521, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 24616
55,23:11:17.163572 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 231521:251793, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 20272
56,23:11:17.163595 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 251793:280753, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 28960
57,23:11:17.163602 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 280753:296681, ack 3, win 502, options [nop,nop,TS val 3894580223 ecr 2213969571], length 15928
58,23:11:17.163974 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 296681:335777, ack 3, win 502, options [nop,nop,TS val 3894580224 ecr 2213969572], length 39096
59,23:11:17.163984 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 335777:341569, ack 3, win 502, options [nop,nop,TS val 3894580224 ecr 2213969572], length 5792
60,23:11:17.163991 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 341569:360393, ack 3, win 502, options [nop,nop,TS val 3894580224 ecr 2213969572], length 18824
61,23:11:17.167927 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 206825, win 1442, options [nop,nop,TS val 2213969581 ecr 3894580223], length 0
62,23:11:17.168591 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 231521, win 1826, options [nop,nop,TS val 2213969581 ecr 3894580223], length 0
63,23:11:17.168593 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 251793, win 2143, options [nop,nop,TS val 2213969581 ecr 3894580223], length 0
64,23:11:17.168611 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 280753, win 2596, options [nop,nop,TS val 2213969581 ecr 3894580223], length 0
65,23:11:17.168613 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 296681, win 2845, options [nop,nop,TS val 2213969581 ecr 3894580223], length 0
66,23:11:17.168996 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 335777, win 3455, options [nop,nop,TS val 2213969582 ecr 3894580224], length 0
67,23:11:17.168999 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 341569, win 3546, options [nop,nop,TS val 2213969582 ecr 3894580224], length 0
68,23:11:17.169318 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 360393, win 3546, options [nop,nop,TS val 2213969582 ecr 3894580224], length 0
69,23:11:17.173002 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 360393:387905, ack 3, win 502, options [nop,nop,TS val 3894580233 ecr 2213969581], length 27512
70,23:11:17.173689 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 387905:434241, ack 3, win 502, options [nop,nop,TS val 3894580233 ecr 2213969581], length 46336
71,23:11:17.173707 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 434241:480577, ack 3, win 502, options [nop,nop,TS val 3894580233 ecr 2213969581], length 46336
72,23:11:17.173722 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 480577:526913, ack 3, win 502, options [nop,nop,TS val 3894580233 ecr 2213969581], length 46336
73,23:11:17.173733 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 526913:573249, ack 3, win 502, options [nop,nop,TS val 3894580233 ecr 2213969581], length 46336
74,23:11:17.174050 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 573249:619585, ack 3, win 502, options [nop,nop,TS val 3894580234 ecr 2213969582], length 46336
75,23:11:17.174064 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 619585:665921, ack 3, win 502, options [nop,nop,TS val 3894580234 ecr 2213969582], length 46336
76,23:11:17.174356 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 665921:712257, ack 3, win 502, options [nop,nop,TS val 3894580234 ecr 2213969582], length 46336
77,23:11:17.174368 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 712257:736873, ack 3, win 502, options [nop,nop,TS val 3894580234 ecr 2213969582], length 24616
78,23:11:17.178032 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 387905, win 3976, options [nop,nop,TS val 2213969591 ecr 3894580233], length 0
79,23:11:17.178717 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 434241, win 4700, options [nop,nop,TS val 2213969591 ecr 3894580233], length 0
80,23:11:17.178720 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 480577, win 5424, options [nop,nop,TS val 2213969591 ecr 3894580233], length 0
81,23:11:17.178766 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 526913, win 6148, options [nop,nop,TS val 2213969591 ecr 3894580233], length 0
82,23:11:17.178768 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 573249, win 6872, options [nop,nop,TS val 2213969591 ecr 3894580233], length 0
83,23:11:17.179073 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 619585, win 7596, options [nop,nop,TS val 2213969592 ecr 3894580234], length 0
84,23:11:17.179078 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 665921, win 8320, options [nop,nop,TS val 2213969592 ecr 3894580234], length 0
85,23:11:17.179376 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 712257, win 9044, options [nop,nop,TS val 2213969592 ecr 3894580234], length 0
86,23:11:17.179379 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 736873, win 9428, options [nop,nop,TS val 2213969592 ecr 3894580234], length 0
87,23:11:17.183105 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 736873:758593, ack 3, win 502, options [nop,nop,TS val 3894580243 ecr 2213969591], length 21720
88,23:11:17.183811 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 758593:823753, ack 3, win 502, options [nop,nop,TS val 3894580243 ecr 2213969591], length 65160
89,23:11:17.183828 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 823753:888913, ack 3, win 502, options [nop,nop,TS val 3894580243 ecr 2213969591], length 65160
90,23:11:17.183839 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 888913:954073, ack 3, win 502, options [nop,nop,TS val 3894580243 ecr 2213969591], length 65160
91,23:11:17.183864 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 954073:1019233, ack 3, win 502, options [nop,nop,TS val 3894580244 ecr 2213969591], length 65160
92,23:11:17.183871 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [P.], seq 1019233:1048665, ack 3, win 502, options [nop,nop,TS val 3894580244 ecr 2213969591], length 29432
93,23:11:17.188135 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 758593, win 9768, options [nop,nop,TS val 2213969601 ecr 3894580243], length 0
94,23:11:17.188830 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 823753, win 10786, options [nop,nop,TS val 2213969602 ecr 3894580243], length 0
95,23:11:17.188859 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 888913, win 11804, options [nop,nop,TS val 2213969602 ecr 3894580243], length 0
96,23:11:17.188860 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 954073, win 12684, options [nop,nop,TS val 2213969602 ecr 3894580243], length 0
97,23:11:17.188917 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 1048665, win 12119, options [nop,nop,TS val 2213969602 ecr 3894580244], length 0
98,23:11:17.190308 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [P.], seq 3:103, ack 1048665, win 12684, options [nop,nop,TS val 2213969603 ecr 3894580244], length 100
99,23:11:17.190312 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [F.], seq 103, ack 1048665, win 12684, options [nop,nop,TS val 2213969603 ecr 3894580244], length 0
100,23:11:17.195948 IP 172.28.0.20.42828 > 172.28.0.10.5000: Flags [F.], seq 1048665, ack 104, win 502, options [nop,nop,TS val 3894580256 ecr 2213969603], length 0
101,23:11:17.200973 IP 172.28.0.10.5000 > 172.28.0.20.42828: Flags [.], ack 1048666, win 12684, options [nop,nop,TS val 2213969614 ecr 3894580256], length 0
102,23:11:18.197502 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [S], seq 3189666496, win 64240, options [mss 1460,sackOK,TS val 3894581257 ecr 0,nop,wscale 7], length 0
103,23:11:18.202547 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [S.], seq 295296811, ack 3189666497, win 65160, options [mss 1460,sackOK,TS val 2213970615 ecr 3894581257,nop,wscale 7], length 0
104,23:11:18.207631 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3894581267 ecr 2213970615], length 0
105,23:11:18.207841 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 1:39, ack 1, win 502, options [nop,nop,TS val 3894581268 ecr 2213970615], length 38
106,23:11:18.212859 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 39, win 509, options [nop,nop,TS val 2213970626 ecr 3894581268], length 0
107,23:11:18.217910 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 39:89, ack 1, win 502, options [nop,nop,TS val 3894581278 ecr 2213970626], length 50
108,23:11:18.222937 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 89, win 509, options [nop,nop,TS val 2213970636 ecr 3894581278], length 0
109,23:11:18.223203 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [P.], seq 1:3, ack 89, win 509, options [nop,nop,TS val 2213970636 ecr 3894581278], length 2
110,23:11:18.228249 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [.], ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 0
111,23:11:18.228349 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 89:2985, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 2896
112,23:11:18.228366 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 2985:4185, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 1200
113,23:11:18.228385 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 4185:7081, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 2896
114,23:11:18.228390 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 7081:9977, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 2896
115,23:11:18.228395 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [.], seq 9977:11425, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 1448
116,23:11:18.228398 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 11425:14321, ack 3, win 502, options [nop,nop,TS val 3894581288 ecr 2213970636], length 2896
117,23:11:18.233382 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 2985, win 555, options [nop,nop,TS val 2213970646 ecr 3894581288], length 0
118,23:11:18.233445 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 7081, win 623, options [nop,nop,TS val 2213970646 ecr 3894581288], length 0
119,23:11:18.233447 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 9977, win 668, options [nop,nop,TS val 2213970646 ecr 3894581288], length 0
120,23:11:18.233729 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 14321, win 674, options [nop,nop,TS val 2213970646 ecr 3894581288], length 0
121,23:11:18.238482 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 14321:17217, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 2896
122,23:11:18.238513 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 17217:20113, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 2896
123,23:11:18.238533 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 20113:23009, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 2896
124,23:11:18.238538 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 23009:25905, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 2896
125,23:11:18.238542 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 25905:28801, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 2896
126,23:11:18.238546 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 28801:33145, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 4344
127,23:11:18.238805 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 33145:37489, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 4344
128,23:11:18.238822 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 37489:41833, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 4344
129,23:11:18.238826 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [.], seq 41833:43281, ack 3, win 502, options [nop,nop,TS val 3894581298 ecr 2213970646], length 1448
130,23:11:18.243520 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 17217, win 719, options [nop,nop,TS val 2213970656 ecr 3894581298], length 0
131,23:11:18.243529 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 20113, win 723, options [nop,nop,TS val 2213970656 ecr 3894581298], length 0
132,23:11:18.243575 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 23009, win 723, options [nop,nop,TS val 2213970656 ecr 3894581298], length 0
133,23:11:18.243588 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 33145, win 670, options [nop,nop,TS val 2213970656 ecr 3894581298], length 0
134,23:11:18.243829 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 37489, win 737, options [nop,nop,TS val 2213970657 ecr 3894581298], length 0
135,23:11:18.243864 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 43281, win 723, options [nop,nop,TS val 2213970657 ecr 3894581298], length 0
136,23:11:18.248608 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 43281:46177, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 2896
137,23:11:18.248633 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 46177:51969, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 5792
138,23:11:18.248661 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 51969:59209, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 7240
139,23:11:18.248665 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 59209:67897, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 8688
140,23:11:18.248670 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 67897:76585, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 8688
141,23:11:18.248673 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [.], seq 76585:78033, ack 3, win 502, options [nop,nop,TS val 3894581308 ecr 2213970656], length 1448
142,23:11:18.248866 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 78033:86721, ack 3, win 502, options [nop,nop,TS val 3894581309 ecr 2213970657], length 8688
143,23:11:18.248891 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 86721:96857, ack 3, win 502, options [nop,nop,TS val 3894581309 ecr 2213970657], length 10136
144,23:11:18.248897 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 96857:101201, ack 3, win 502, options [nop,nop,TS val 3894581309 ecr 2213970657], length 4344
145,23:11:18.253650 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 46177, win 746, options [nop,nop,TS val 2213970666 ecr 3894581308], length 0
146,23:11:18.253700 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 78033, win 746, options [nop,nop,TS val 2213970666 ecr 3894581308], length 0
147,23:11:18.253884 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 86721, win 882, options [nop,nop,TS val 2213970667 ecr 3894581309], length 0
148,23:11:18.253914 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 96857, win 1040, options [nop,nop,TS val 2213970667 ecr 3894581309], length 0
149,23:11:18.253915 IP 172.28.0.10.5000 > 172.28.0.20.42838: Flags [.], ack 101201, win 1108, options [nop,nop,TS val 2213970667 ecr 3894581309], length 0
150,23:11:18.258731 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 101201:106993, ack 3, win 502, options [nop,nop,TS val 3894581318 ecr 2213970666], length 5792
151,23:11:18.258795 IP 172.28.0.20.42838 > 172.28.0.10.5000: Flags [P.], seq 106993:120025, ack 3, win 502, options [nop,nop,TS val 3894581318 ecr 2213970666], length 13032
